stars,reviews,love,price
4.5647,85.0,6347.0,56.0
3.3429,35.0,2738.0,52.0
3.5636,55.0,2944.0,58.0
4.2917,24.0,2609.0,34.0
3.9286,14.0,1984.0,29.0
4.5868,334.0,18552.0,29.0
4.1146,96.0,2924.0,28.0
4.3103,29.0,2023.0,28.0
4.7273,22.0,2797.0,37.0
4.5942,69.0,5613.0,42.0
4.3636,44.0,1081.0,34.0
4.1163,43.0,2381.0,74.0
4.4074,27.0,1641.0,50.0
4.5374,361.0,25657.0,58.0
4.4301,93.0,4126.0,65.0
3.6667,9.0,2400.0,34.0
4.2621,103.0,6094.0,74.0
4.3913,23.0,3247.0,66.0
4.2632,38.0,1723.0,32.0
4.2609,23.0,1729.0,58.0
3.9688,32.0,2842.0,66.0
4.1652,569.0,9683.0,25.0
4.3283,265.0,6986.0,25.0
3.8119,218.0,5381.0,135.0
4.6052,347.0,7911.0,34.0
4.4737,38.0,4878.0,93.0
4.6737,803.0,20408.0,72.0
3.6854,356.0,2673.0,48.0
3.9474,38.0,1409.0,65.0
4.2031,714.0,17452.0,39.0
4.2628,468.0,4619.0,28.0
4.271,535.0,16534.0,30.0
4.7381,42.0,764.0,70.0
4.6154,39.0,2136.0,107.0
4.0923,260.0,17123.0,28.0
4.0508,59.0,2865.0,22.0
4.3216,936.0,100593.0,28.0
4.2566,639.0,8995.0,47.0
4.4141,739.0,23952.0,78.0
4.2705,1405.0,39509.0,24.0
3.9225,142.0,1292.0,85.0
4.0282,71.0,1587.0,53.0
5.0,1.0,259.0,60.0
4.0282,1349.0,27080.0,18.0
4.6509,106.0,491.0,25.0
3.9359,951.0,9561.0,10.0
4.4053,2909.0,41692.0,11.0
4.1314,1012.0,33664.0,9.5
4.357,1675.0,21325.0,23.0
4.6576,733.0,9371.0,26.0
4.5208,891.0,20341.0,63.0
4.437,698.0,41517.0,31.0
3.9263,3081.0,92119.0,31.0
4.7292,421.0,30747.0,20.0
3.559,195.0,3834.0,34.5
4.0301,133.0,4029.0,40.0
3.7922,77.0,2211.0,26.0
4.1639,61.0,4439.0,130.0
4.1923,52.0,6104.0,30.0
3.8798,341.0,9083.0,38.0
4.2332,579.0,26316.0,39.5
4.1288,163.0,2013.0,22.0
4.1017,118.0,1679.0,22.0
4.588,432.0,8568.0,25.0
4.5499,811.0,16790.0,25.0
4.1082,379.0,4258.0,75.0
4.2519,520.0,11942.0,6.5
4.2791,1304.0,39630.0,30.0
3.7295,780.0,24832.0,20.0
4.6314,4330.0,207789.0,29.0
3.7786,1188.0,16530.0,12.0
3.5254,236.0,4378.0,25.0
4.5271,387.0,9158.0,19.0
4.3592,2130.0,55364.0,17.0
4.3481,362.0,29575.0,39.0
4.4552,1463.0,22323.0,11.5
4.3113,2647.0,36588.0,12.0
4.3111,135.0,8980.0,22.0
4.0718,432.0,8024.0,99.0
4.0702,114.0,1606.0,199.0
4.5512,459.0,13352.0,65.0
3.907,43.0,1699.0,34.0
3.8529,34.0,1593.0,31.0
3.9512,82.0,1392.0,29.0
4.5179,168.0,4949.0,29.0
4.1981,207.0,5341.0,29.0
4.2075,241.0,5887.0,29.0
3.6373,2098.0,42222.0,27.0
4.2362,199.0,5143.0,28.0
4.1707,41.0,1961.0,34.0
4.0172,58.0,1970.0,31.0
4.0581,86.0,1423.0,36.0
2.8762,202.0,2309.0,36.0
3.0181,386.0,4909.0,36.0
2.8333,120.0,1397.0,36.0
4.1951,246.0,11352.0,25.0
4.3715,463.0,10452.0,25.0
4.014,215.0,4217.0,26.0
4.3543,127.0,3574.0,29.0
4.1463,752.0,19098.0,29.0
3.4783,23.0,499.0,45.0
4.3241,253.0,5646.0,24.0
4.1731,208.0,4995.0,31.0
4.25,32.0,1079.0,26.0
4.2105,57.0,3146.0,38.0
4.1111,54.0,2304.0,38.0
4.2047,171.0,4067.0,24.0
3.3684,95.0,2250.0,25.0
4.7671,219.0,11027.0,25.0
3.7972,567.0,17656.0,25.0
4.2058,243.0,6442.0,25.0
4.2708,277.0,8780.0,25.0
3.7372,274.0,10899.0,27.0
3.9485,194.0,5754.0,27.0
4.278,277.0,10905.0,27.0
4.3511,282.0,3944.0,26.0
4.5,248.0,6537.0,50.0
3.8571,21.0,564.0,24.0
3.7955,528.0,5449.0,27.0
4.1937,191.0,4874.0,47.0
4.6722,723.0,14845.0,32.0
4.3333,21.0,1534.0,42.0
4.3235,34.0,2101.0,38.0
4.0,7.0,166.0,24.0
4.35,20.0,1635.0,35.0
4.3714,35.0,1654.0,45.0
4.5714,7.0,161.0,98.0
4.0,10.0,925.0,98.0
3.4286,14.0,618.0,75.0
4.6667,6.0,267.0,98.0
4.3654,52.0,3787.0,32.0
4.5652,46.0,2883.0,35.0
4.3,20.0,1144.0,53.0
4.1364,22.0,1147.0,53.0
4.3273,773.0,23966.0,27.0
4.3478,6239.0,307804.0,14.0
4.494,166.0,4440.0,76.0
4.5646,774.0,27741.0,96.0
4.5789,19.0,671.0,62.0
4.0882,408.0,23439.0,220.0
4.8889,9.0,9132.0,85.0
4.31,100.0,5108.0,57.0
4.1071,56.0,2302.0,15.0
4.3681,144.0,4800.0,89.0
4.0604,497.0,8293.0,35.0
3.9262,1559.0,8689.0,25.0
4.2513,195.0,5579.0,85.0
4.1739,115.0,2532.0,150.0
4.3478,69.0,2732.0,100.0
4.0,181.0,4037.0,42.0
3.8641,390.0,6614.0,46.0
4.1532,111.0,1516.0,185.0
4.186,285.0,4334.0,98.0
4.3452,197.0,3232.0,94.0
4.3613,119.0,2615.0,94.0
4.0231,650.0,14771.0,68.0
3.5441,329.0,3996.0,38.0
4.2617,256.0,6412.0,21.0
4.2177,124.0,2493.0,18.0
4.1,70.0,4152.0,9.5
4.096,1657.0,19420.0,32.0
4.0866,231.0,4832.0,32.0
4.3677,446.0,10347.0,42.0
3.8612,569.0,17645.0,34.0
4.4758,1610.0,47752.0,24.0
4.337,1534.0,90744.0,24.0
4.0244,41.0,4214.0,62.0
4.1765,17.0,2857.0,62.0
4.4507,71.0,3059.0,46.0
4.3658,987.0,31028.0,17.0
4.2942,1159.0,46391.0,30.0
4.366,2325.0,79541.0,14.0
3.9736,947.0,12786.0,23.0
4.495,299.0,13247.0,53.0
4.4323,155.0,2441.0,58.0
4.6124,5704.0,194153.0,20.0
4.496,1113.0,24003.0,20.0
4.3234,1079.0,24165.0,20.0
5.0,1.0,113.0,79.0
4.6386,83.0,1724.0,99.0
4.5028,352.0,23034.0,25.0
4.7308,26.0,656.0,92.0
4.5065,77.0,4693.0,78.0
3.8876,89.0,1986.0,22.0
4.0974,195.0,3184.0,22.0
4.2979,94.0,1275.0,22.0
4.0971,103.0,2196.0,24.0
4.2857,147.0,1787.0,22.0
4.6316,152.0,2112.0,24.0
4.5885,1526.0,29100.0,129.0
4.344,343.0,13173.0,25.0
4.0306,785.0,10976.0,34.0
4.2752,1922.0,28401.0,39.0
3.6955,509.0,24831.0,37.0
4.6727,165.0,3606.0,69.0
4.3964,111.0,4709.0,52.0
4.3975,1454.0,31123.0,6.0
4.358,1394.0,25985.0,21.0
4.0681,587.0,8449.0,31.0
3.3111,90.0,1309.0,26.0
4.0917,109.0,1716.0,22.0
2.8737,190.0,1996.0,18.0
4.061,1459.0,33129.0,23.0
4.1657,712.0,11634.0,20.0
4.4286,77.0,3357.0,20.0
4.3556,807.0,14338.0,18.0
4.2654,2464.0,50843.0,12.0
4.1892,37.0,2838.0,42.0
3.5849,106.0,3143.0,75.0
4.6795,78.0,2184.0,34.0
4.5378,1019.0,40276.0,35.0
4.1379,29.0,1679.0,36.0
4.0626,575.0,7455.0,29.0
3.875,216.0,11480.0,32.0
3.907,43.0,1538.0,35.0
3.5323,603.0,13489.0,28.0
3.3981,108.0,1574.0,25.0
3.8345,1946.0,15816.0,38.0
3.1237,186.0,2543.0,56.0
4.3924,158.0,3236.0,30.0
4.1512,13094.0,225961.0,24.0
4.3704,54.0,1505.0,39.0
4.0777,1222.0,44511.0,23.0
4.2035,339.0,12539.0,22.0
4.3974,390.0,10419.0,30.0
4.5467,2025.0,150158.0,29.0
3.8404,733.0,12733.0,18.0
4.0312,32.0,2374.0,229.0
4.0476,126.0,4660.0,55.0
4.2245,196.0,7501.0,48.0
4.3428,1517.0,79256.0,14.0
3.9077,715.0,17033.0,14.0
4.5519,482.0,9834.0,15.0
4.3358,137.0,2506.0,15.0
4.0224,1521.0,22254.0,19.0
4.1909,241.0,8321.0,20.0
4.1875,1669.0,42965.0,42.0
3.6709,79.0,6084.0,29.0
4.162,426.0,13387.0,42.0
3.614,57.0,1146.0,22.0
3.7826,23.0,846.0,22.0
4.3211,218.0,5008.0,48.0
4.1499,547.0,16569.0,12.0
3.8703,740.0,10003.0,38.0
4.3439,221.0,3724.0,27.0
4.1515,66.0,2040.0,68.0
3.4767,709.0,6818.0,27.5
4.3563,87.0,4181.0,26.0
3.8989,752.0,29514.0,26.0
4.1135,1242.0,47380.0,26.0
4.4439,1016.0,62802.0,29.0
4.2222,27.0,1607.0,125.0
3.9391,115.0,6549.0,62.0
4.3204,309.0,28759.0,62.0
4.4889,362.0,17636.0,39.0
4.2903,31.0,2823.0,42.0
4.675,40.0,2139.0,42.0
4.6705,176.0,13148.0,39.0
4.9375,32.0,674.0,68.0
4.3701,381.0,28298.0,30.0
4.3689,122.0,1865.0,45.0
4.1525,177.0,5106.0,72.0
4.3193,119.0,2002.0,80.0
4.0909,22.0,1690.0,30.0
3.5714,112.0,3096.0,75.0
4.0571,70.0,1545.0,9.0
4.3813,257.0,6293.0,72.0
4.1527,131.0,12599.0,28.0
4.3982,113.0,9908.0,27.0
4.2946,1799.0,79011.0,30.0
4.7143,7.0,314.0,74.0
4.8936,47.0,1420.0,74.0
3.7931,116.0,5607.0,9.0
3.8704,54.0,2677.0,58.0
4.5333,15.0,1670.0,46.0
4.4909,55.0,1552.0,68.0
3.7993,269.0,5222.0,110.0
4.3902,205.0,3373.0,28.0
4.3412,85.0,2051.0,78.0
4.4507,213.0,5474.0,94.0
4.1389,108.0,3292.0,36.0
4.1913,298.0,8507.0,28.0
4.2522,226.0,7665.0,28.0
3.9345,458.0,16956.0,42.0
4.2282,149.0,4912.0,60.0
4.259,166.0,3164.0,77.0
4.4286,105.0,1179.0,33.0
3.715,207.0,7437.0,29.0
4.4864,257.0,9234.0,39.5
4.0556,18.0,304.0,65.0
4.75,4.0,938.0,225.0
4.6842,1235.0,22208.0,169.0
3.2917,24.0,592.0,20.0
4.3214,28.0,1369.0,49.0
4.0265,226.0,2689.0,22.0
4.148,304.0,8577.0,34.0
4.2451,926.0,19990.0,12.0
4.7688,770.0,13933.0,9.5
4.3771,358.0,14917.0,54.0
3.843,1866.0,52243.0,30.0
4.3905,379.0,14119.0,39.5
4.3259,1700.0,36047.0,22.0
4.0066,757.0,32251.0,16.0
4.1926,135.0,6772.0,52.0
4.4677,62.0,3602.0,59.0
4.3618,973.0,34572.0,43.0
4.1486,518.0,10141.0,37.0
4.3248,2863.0,119689.0,26.0
4.4753,223.0,8100.0,24.5
4.099,313.0,14301.0,38.0
4.2759,203.0,6821.0,22.0
4.0995,221.0,9415.0,22.0
4.2476,206.0,11427.0,22.0
4.2638,254.0,11832.0,26.0
4.112,241.0,9465.0,29.0
4.3782,468.0,26739.0,26.0
4.1389,72.0,3023.0,31.0
3.9608,51.0,2275.0,34.0
4.4006,679.0,15792.0,32.0
4.1435,836.0,18158.0,38.0
4.75,24.0,3561.0,65.0
4.6621,145.0,4189.0,94.0
4.6579,38.0,752.0,95.0
4.1096,146.0,6619.0,45.0
4.5556,36.0,2675.0,38.0
4.5263,19.0,802.0,130.0
4.4603,63.0,2474.0,9.0
3.7324,71.0,3911.0,34.0
4.1127,790.0,27632.0,38.0
4.4921,63.0,1080.0,87.0
4.0329,3044.0,66825.0,39.0
4.3529,17.0,2551.0,12.0
3.7226,447.0,7214.0,33.0
4.3311,296.0,7690.0,25.0
5.0,5.0,289.0,61.0
4.3108,74.0,5399.0,25.0
4.0203,3059.0,54668.0,56.0
4.3738,1648.0,45098.0,26.0
3.4331,344.0,11762.0,38.0
4.2985,268.0,17981.0,26.0
4.3802,121.0,4863.0,44.5
4.4035,746.0,16790.0,39.0
4.6594,6561.0,291331.0,54.0
4.0664,4909.0,113884.0,39.0
4.6726,1173.0,53849.0,34.0
4.4011,2164.0,59073.0,45.0
4.0256,664.0,14884.0,20.0
4.0541,74.0,1595.0,68.0
4.1399,193.0,4524.0,120.0
4.4118,68.0,3685.0,75.0
4.3205,156.0,7839.0,86.0
4.2852,1932.0,63000.0,30.0
3.5,18.0,1054.0,195.0
3.8095,126.0,3228.0,58.0
4.5086,291.0,6480.0,23.0
4.3583,254.0,5452.0,96.0
3.1854,480.0,14537.0,18.0
4.1963,805.0,13496.0,12.0
3.2921,1575.0,17646.0,12.0
3.9575,306.0,3016.0,4.5
4.5558,502.0,14234.0,44.0
4.2313,2136.0,78558.0,36.0
4.1523,151.0,5738.0,70.0
4.3737,1132.0,60258.0,21.0
4.2607,211.0,7381.0,22.0
4.3011,382.0,9801.0,34.0
4.007,431.0,15550.0,17.0
4.6163,1900.0,100272.0,20.0
4.4737,19.0,1753.0,98.0
4.3438,32.0,1316.0,98.0
3.8723,47.0,884.0,24.0
4.2593,54.0,2504.0,25.0
3.6994,1597.0,37204.0,36.0
4.374,131.0,4012.0,115.0
3.9,30.0,3215.0,24.0
4.2759,29.0,1190.0,229.0
4.375,8.0,1427.0,43.0
0.0,0.0,76.0,85.0
4.6,10.0,1100.0,45.0
4.3333,12.0,855.0,22.0
2.3333,3.0,538.0,29.0
5.0,5.0,744.0,24.0
4.0,4.0,270.0,29.0
4.2486,1488.0,41574.0,48.0
4.2776,245.0,4904.0,32.0
4.6392,97.0,5019.0,24.0
3.6535,101.0,3650.0,95.0
3.8056,36.0,1295.0,150.0
4.5833,84.0,3087.0,73.0
4.338,213.0,8733.0,73.0
4.4478,201.0,9766.0,25.0
4.4557,237.0,13755.0,24.0
4.4286,154.0,5964.0,66.0
4.5552,643.0,30566.0,33.0
4.4767,86.0,5123.0,38.0
3.7451,51.0,862.0,85.0
4.3889,18.0,879.0,105.0
4.6667,9.0,1022.0,105.0
4.7407,27.0,1720.0,105.0
4.4444,9.0,676.0,105.0
4.6034,58.0,2748.0,50.0
4.5466,1557.0,49192.0,12.0
3.6854,515.0,17837.0,22.0
3.9495,653.0,9803.0,60.0
3.9839,372.0,6680.0,48.0
4.6667,45.0,539.0,13.0
4.4052,2601.0,68141.0,47.0
4.5,124.0,9665.0,55.0
4.2761,268.0,4012.0,70.0
4.8235,17.0,384.0,66.0
3.7442,86.0,3717.0,37.0
3.7407,27.0,1283.0,20.0
3.7727,22.0,732.0,55.0
4.3333,6.0,759.0,90.0
4.375,8.0,971.0,85.0
4.4545,11.0,678.0,54.0
4.5556,18.0,1164.0,45.0
4.5769,26.0,730.0,86.0
4.3333,48.0,1601.0,78.0
4.4555,191.0,7159.0,78.0
4.2609,23.0,1347.0,78.0
3.8333,18.0,1099.0,100.0
4.427,459.0,18704.0,18.0
3.9531,64.0,1747.0,45.0
4.1111,18.0,1269.0,92.0
4.0,22.0,1380.0,86.0
4.4375,48.0,4701.0,90.0
4.6087,23.0,1846.0,135.0
4.0,12.0,581.0,160.0
3.3333,6.0,528.0,160.0
3.6923,13.0,1038.0,145.0
4.2,5.0,725.0,185.0
3.5,2.0,664.0,260.0
4.25,32.0,3003.0,120.0
4.4667,15.0,864.0,235.0
4.4483,29.0,1925.0,80.0
4.4118,34.0,2799.0,160.0
4.75,4.0,1756.0,15.0
3.7451,51.0,2508.0,48.5
4.4257,148.0,19354.0,90.0
4.2919,1230.0,65118.0,158.0
4.4278,353.0,19960.0,45.0
3.8286,35.0,1459.0,63.5
4.281,121.0,2962.0,34.0
3.935,123.0,6210.0,38.0
4.25,20.0,2236.0,53.0
4.5098,51.0,7049.0,65.0
4.3649,485.0,17034.0,22.0
4.4545,66.0,7098.0,26.0
3.7395,119.0,4406.0,26.0
4.3373,83.0,3120.0,28.0
4.188,601.0,37659.0,30.0
4.2822,202.0,3468.0,28.5
3.75,4.0,754.0,30.0
4.6962,2123.0,296476.0,19.0
4.5714,28.0,1026.0,42.0
4.5982,112.0,3461.0,22.0
4.0059,508.0,23916.0,32.0
4.0825,206.0,10230.0,31.0
4.3295,352.0,12705.0,20.0
3.9718,71.0,4064.0,22.0
4.6793,474.0,12810.0,10.0
4.0,133.0,2563.0,23.0
3.8964,1728.0,71570.0,12.5
4.5662,468.0,31205.0,17.0
4.2178,225.0,9786.0,19.0
4.268,806.0,24371.0,22.0
3.4274,503.0,19815.0,16.0
4.0601,1082.0,24697.0,24.0
4.2841,88.0,1977.0,42.0
4.1724,145.0,2890.0,42.0
4.0238,84.0,2548.0,42.0
4.1944,72.0,1558.0,42.0
4.1786,84.0,4437.0,60.0
4.3247,77.0,1973.0,42.0
4.414,442.0,12077.0,42.0
4.0081,124.0,4437.0,31.0
3.913,69.0,3000.0,34.0
3.9693,9066.0,206838.0,35.0
4.0291,962.0,21182.0,7.0
4.4615,260.0,10998.0,28.0
3.7673,159.0,4471.0,35.0
4.0189,53.0,1550.0,26.0
4.2222,63.0,7771.0,110.0
3.6701,97.0,2017.0,45.0
4.1949,390.0,13151.0,22.0
3.9317,161.0,8423.0,39.0
4.3659,123.0,9499.0,42.0
3.8222,90.0,3849.0,19.0
3.7863,2284.0,72164.0,26.0
4.3333,39.0,1015.0,22.0
4.3636,55.0,2386.0,22.0
4.2349,396.0,35253.0,19.0
4.6262,206.0,9674.0,4.0
4.3342,398.0,7990.0,23.0
4.1805,205.0,16378.0,6.0
4.0308,1754.0,82959.0,14.0
3.9683,189.0,7621.0,38.0
4.6885,122.0,10381.0,38.0
4.5871,603.0,23160.0,34.0
4.7554,740.0,22971.0,32.0
2.8411,214.0,5796.0,35.0
4.4945,182.0,20001.0,32.0
4.6145,332.0,18824.0,32.0
4.2475,202.0,8675.0,32.0
4.0926,108.0,4459.0,32.0
4.8042,720.0,28029.0,24.0
4.3158,57.0,3204.0,22.0
3.1094,192.0,18242.0,28.0
4.5254,59.0,6236.0,18.0
4.1636,55.0,9532.0,20.0
4.7373,118.0,12448.0,18.0
4.6591,44.0,5629.0,20.0
4.4615,117.0,9078.0,22.0
4.6226,53.0,4918.0,18.0
3.9775,178.0,6472.0,16.0
4.7055,146.0,7746.0,16.0
4.4795,219.0,6339.0,15.0
4.4275,1448.0,22421.0,48.0
4.1659,615.0,9041.0,19.0
4.4403,913.0,8358.0,3.5
4.2847,439.0,7451.0,40.0
4.2364,110.0,1321.0,24.0
4.8814,59.0,788.0,79.0
4.4918,61.0,405.0,20.0
4.6316,19.0,5489.0,78.0
4.6928,166.0,1786.0,68.0
4.9103,78.0,1550.0,65.0
5.0,46.0,0.0,50.0
4.3,10.0,434.0,130.0
3.3478,46.0,1632.0,35.0
4.119,42.0,2473.0,29.5
4.0,75.0,5158.0,39.0
4.1302,407.0,10140.0,20.0
4.2532,79.0,2482.0,130.0
4.1053,19.0,1129.0,72.0
4.4535,86.0,3465.0,199.0
4.5762,420.0,15848.0,49.0
4.4552,870.0,20920.0,49.0
4.3388,242.0,23881.0,24.0
4.4947,285.0,13451.0,30.0
4.4407,59.0,1009.0,77.0
4.5592,152.0,9379.0,17.0
4.3333,135.0,10746.0,175.0
4.2297,222.0,24481.0,12.0
3.94,150.0,5651.0,25.0
3.9437,71.0,1724.0,30.0
4.1598,1345.0,20081.0,36.0
4.454,163.0,17206.0,48.0
4.5797,69.0,4230.0,35.0
4.1057,123.0,4180.0,39.0
4.188,117.0,3001.0,39.0
3.5854,410.0,5054.0,20.0
4.1239,113.0,3199.0,25.0
4.45,40.0,646.0,61.0
4.6154,13.0,354.0,105.0
4.22,5592.0,124564.0,40.0
3.7131,251.0,7242.0,28.0
3.2906,351.0,11480.0,41.0
4.3077,13.0,1670.0,49.5
4.4151,53.0,2632.0,43.0
4.3467,1200.0,101262.0,22.0
4.2182,2709.0,163972.0,24.0
4.0328,916.0,28325.0,24.0
3.8496,226.0,10039.0,15.0
4.4431,1266.0,33047.0,52.0
3.9231,325.0,15028.0,29.0
4.4931,73.0,4067.0,146.0
4.5882,17.0,1656.0,140.0
4.75,12.0,572.0,253.0
0.0,0.0,156.0,79.0
4.3077,13.0,934.0,120.0
4.3661,112.0,3248.0,119.0
4.7778,27.0,1707.0,98.0
4.3095,42.0,1859.0,137.0
4.747,83.0,4142.0,137.0
4.7193,57.0,2684.0,137.0
4.2857,14.0,1199.0,129.0
4.1,10.0,938.0,129.0
4.1395,43.0,1707.0,41.0
4.1485,559.0,8891.0,33.0
4.6316,114.0,3649.0,94.0
4.5526,76.0,5086.0,78.0
3.0741,27.0,2216.0,150.0
5.0,2.0,877.0,30.0
4.1806,72.0,5534.0,130.0
4.6,15.0,2306.0,25.0
4.1127,204.0,14819.0,88.0
4.3304,224.0,6466.0,42.0
3.4203,69.0,7198.0,25.0
4.3547,203.0,4310.0,195.0
4.1987,629.0,27807.0,23.0
3.9036,197.0,8859.0,23.0
3.9084,633.0,17524.0,21.0
0.0,0.0,76.0,63.0
4.2456,57.0,2766.0,75.0
4.4516,31.0,1865.0,175.0
3.9861,72.0,3856.0,45.0
4.5081,307.0,24165.0,28.0
3.8462,39.0,3324.0,22.0
4.649,339.0,9780.0,28.0
4.3,10.0,2105.0,36.0
4.75,8.0,2033.0,32.0
4.9333,30.0,3568.0,36.0
3.6384,1203.0,49978.0,10.0
4.1891,201.0,4241.0,95.0
4.1875,16.0,1193.0,160.0
4.2,10.0,1045.0,58.0
4.5033,1369.0,46013.0,40.0
4.1617,167.0,3786.0,85.0
4.5755,775.0,17535.0,50.0
4.4407,354.0,13297.0,48.0
4.0573,192.0,2593.0,36.0
4.4,35.0,3233.0,48.0
4.4143,770.0,20003.0,23.0
3.5556,45.0,955.0,26.0
4.6886,228.0,5770.0,15.0
4.216,125.0,9465.0,44.0
3.2833,120.0,3322.0,38.0
3.6154,13.0,1945.0,65.0
4.2135,445.0,15610.0,24.0
4.4332,277.0,9227.0,28.0
3.9932,148.0,4553.0,72.0
4.5995,387.0,14042.0,78.0
4.3451,142.0,7962.0,23.0
4.2312,359.0,11304.0,37.0
3.8529,68.0,2715.0,37.0
4.3833,1435.0,25273.0,20.0
4.5591,93.0,4552.0,58.0
4.8304,112.0,2432.0,88.0
4.5347,144.0,5331.0,94.0
4.1809,94.0,3440.0,72.0
3.6897,58.0,2229.0,85.0
3.6765,34.0,4047.0,130.0
4.0632,1947.0,64612.0,69.0
3.3667,30.0,1344.0,28.0
4.5789,95.0,3311.0,45.0
4.1238,307.0,6690.0,130.0
4.3529,17.0,870.0,150.0
4.2222,180.0,4733.0,130.0
3.4545,11.0,752.0,130.0
4.1111,9.0,453.0,150.0
4.7705,61.0,3100.0,94.0
4.4667,60.0,3131.0,34.0
4.4643,28.0,1749.0,59.0
3.6277,94.0,3323.0,69.0
4.3333,48.0,2307.0,160.0
3.9067,75.0,2933.0,80.0
4.44,25.0,2429.0,130.0
4.0792,404.0,34728.0,179.0
4.2917,48.0,3108.0,75.0
4.5128,39.0,2629.0,70.0
4.4121,182.0,18401.0,135.0
3.9195,87.0,5399.0,76.0
3.6667,6.0,645.0,385.0
2.1667,6.0,296.0,325.0
4.2143,14.0,2172.0,170.0
4.0,22.0,3008.0,115.0
3.0,3.0,298.0,270.0
4.2,20.0,1979.0,160.0
4.3333,6.0,1315.0,150.0
3.2222,9.0,516.0,260.0
4.2308,13.0,1930.0,75.0
4.4,10.0,2732.0,170.0
3.9333,15.0,1793.0,140.0
4.3846,52.0,3326.0,47.0
3.7867,225.0,13359.0,50.0
3.9435,566.0,19232.0,46.0
4.4242,33.0,1082.0,105.0
4.2667,15.0,647.0,95.0
4.1458,48.0,1428.0,95.0
4.1429,14.0,675.0,95.0
4.3333,12.0,584.0,95.0
5.0,11.0,865.0,105.0
4.2353,68.0,2566.0,84.0
4.5625,80.0,3759.0,58.0
4.6177,633.0,19972.0,90.0
4.3023,43.0,2133.0,30.0
3.8137,161.0,5047.0,250.0
4.125,288.0,25179.0,25.0
4.6824,466.0,61921.0,32.0
4.4635,1001.0,78007.0,41.0
3.384,263.0,4416.0,22.0
4.0,7.0,1547.0,32.0
4.5413,981.0,31506.0,29.0
4.3235,34.0,2266.0,59.0
4.3333,111.0,6237.0,18.0
4.3333,9.0,1835.0,38.0
3.85,20.0,2003.0,56.0
3.8214,28.0,3034.0,68.0
4.75,12.0,553.0,70.0
4.1853,896.0,27847.0,90.0
4.25,20.0,1903.0,122.0
3.8507,67.0,3252.0,75.0
4.4286,35.0,1654.0,30.0
4.519,79.0,4590.0,33.0
4.2,100.0,1805.0,48.0
4.5724,3438.0,140277.0,29.0
4.3864,88.0,4827.0,38.0
3.9,60.0,1479.0,65.0
3.875,8.0,562.0,15.0
3.9843,891.0,25312.0,42.0
4.0838,179.0,6450.0,24.0
4.1379,689.0,21737.0,36.0
4.2119,3540.0,158075.0,69.0
4.2,5.0,391.0,98.0
4.4259,641.0,22606.0,34.0
3.9245,477.0,14096.0,19.0
4.018,388.0,26779.0,17.0
4.0665,466.0,15355.0,27.0
4.1111,63.0,3447.0,150.0
4.5833,12.0,740.0,150.0
4.6575,73.0,8586.0,38.0
4.5517,29.0,4950.0,20.0
4.1306,222.0,10459.0,35.0
4.2802,207.0,10982.0,10.0
4.8788,33.0,3226.0,42.0
4.0323,31.0,2905.0,38.0
4.3294,85.0,3617.0,43.0
4.3678,87.0,3035.0,43.0
4.1017,59.0,1834.0,29.0
4.2857,49.0,1491.0,100.0
3.9375,16.0,1439.0,42.0
4.4594,1687.0,55285.0,48.0
5.0,8.0,1808.0,34.0
4.6854,391.0,8172.0,92.0
4.494,83.0,4559.0,36.0
4.5641,39.0,1193.0,28.0
4.4938,81.0,6849.0,30.0
3.125,16.0,1485.0,30.0
3.9167,12.0,495.0,63.5
4.5714,168.0,4832.0,94.0
3.6358,151.0,6851.0,29.0
3.5854,41.0,1809.0,40.0
4.2712,59.0,2711.0,24.0
4.5714,189.0,12601.0,23.0
3.2581,93.0,3756.0,30.0
3.3472,72.0,1813.0,25.0
4.2381,21.0,1280.0,120.0
3.7,30.0,3222.0,26.0
3.8,20.0,1253.0,120.0
4.413,46.0,3504.0,7.0
4.8333,24.0,3627.0,7.0
4.2083,24.0,2535.0,7.0
4.1286,70.0,3325.0,7.0
4.49,249.0,28723.0,39.0
4.2716,1583.0,70633.0,45.0
3.7097,93.0,9080.0,55.0
4.1429,84.0,3358.0,84.0
4.0198,1418.0,54764.0,37.0
3.1522,138.0,3273.0,149.0
4.3971,68.0,2855.0,29.0
4.31,529.0,23754.0,17.0
3.785,214.0,4724.0,17.5
3.8246,57.0,2274.0,35.0
4.3015,650.0,9065.0,32.0
4.1092,1530.0,187850.0,10.0
3.8182,11.0,1460.0,20.0
3.7741,270.0,13190.0,68.0
4.1287,342.0,9687.0,38.0
4.0881,885.0,29318.0,20.0
4.1831,284.0,14630.0,48.0
4.3203,128.0,8723.0,85.0
4.1862,188.0,4488.0,65.0
4.3765,85.0,8713.0,14.0
4.3636,99.0,3517.0,11.0
4.6667,63.0,4361.0,38.0
3.6607,56.0,2671.0,75.0
3.7143,7.0,1332.0,15.0
3.8571,49.0,2086.0,45.0
4.612,183.0,6954.0,34.0
4.46,150.0,6541.0,34.0
4.6819,852.0,3117.0,24.0
2.4,5.0,0.0,20.0
4.1364,22.0,0.0,29.0
4.2353,17.0,0.0,24.0
3.9,10.0,0.0,25.0
4.5882,34.0,0.0,28.0
4.8846,26.0,0.0,27.0
4.7,20.0,0.0,27.0
4.4,10.0,233.0,24.3
4.5299,117.0,7179.0,30.0
4.0667,15.0,786.0,25.0
4.0769,13.0,676.0,34.0
